1691009262.294566438: Position, 1.22604, 0.0327682, 1.20178
 Orientation: 0.0738864, -0.00973579, 0.116919, -0.990341
1691009262.304566261: Position, 1.21709, 0.03647, 1.20117
 Orientation: 0.0686546, -0.00413529, 0.102795, -0.992322
1691009262.304620453: Position, 1.20803, 0.0365583, 1.19896
 Orientation: 0.0669519, -0.00776524, 0.102977, -0.992398
1691009262.314450487: Position, 1.19865, 0.0365204, 1.19714
 Orientation: 0.0710071, -0.00545784, 0.108511, -0.991541
1691009262.324625201: Position, 1.19026, 0.0375703, 1.19483
 Orientation: 0.068721, -0.00500087, 0.104524, -0.992133
1691009262.334536679: Position, 1.18087, 0.0370975, 1.19308
 Orientation: 0.0666509, -0.00775912, 0.113015, -0.991325
1691009262.344615828: Position, 1.17164, 0.038193, 1.19118
 Orientation: 0.0770796, -0.00442094, 0.113931, -0.990484
1691009262.354583308: Position, 1.1633, 0.0322367, 1.19225
 Orientation: -0.0589072, -0.045359, 0.121777, -0.989769
1691009262.364558087: Position, 1.14482, 0.032771, 1.18837
 Orientation: -0.0481621, -0.0423005, 0.124641, -0.990129
1691009262.374571014: Position, 1.13538, 0.0381125, 1.18358
 Orientation: 0.0779749, -0.00378958, 0.120383, -0.989653
1691009262.384555702: Position, 1.12622, 0.0384439, 1.18134
 Orientation: 0.0775385, -0.00876615, 0.117343, -0.990021
1691009262.394504904: Position, 1.11716, 0.0380884, 1.17971
 Orientation: 0.0737372, -0.00855969, 0.119997, -0.989995
1691009262.404563251: Position, 1.10829, 0.0384287, 1.17777
 Orientation: 0.0725623, -0.00659842, 0.116585, -0.990505
1691009262.404630635: Position, 1.0986, 0.0376934, 1.17616
 Orientation: 0.0756052, -0.00431703, 0.119212, -0.989977
1691009262.414502162: Position, 1.08833, 0.0345955, 1.17348
 Orientation: 0.0768929, -0.00645177, 0.135789, -0.987728
1691009262.424564029: Position, 1.08007, 0.0368676, 1.1729
 Orientation: 0.0699858, 0.00118352, 0.120021, -0.990301
